Round 0: src_acc=0.829688, tgt_acc=0.581250, best_tgt=0.581250
Round 1: src_acc=0.880729, tgt_acc=0.573958, best_tgt=0.581250
Round 2: src_acc=0.867708, tgt_acc=0.578125, best_tgt=0.581250
Round 3: src_acc=0.857292, tgt_acc=0.504167, best_tgt=0.581250
Round 4: src_acc=0.962240, tgt_acc=0.579167, best_tgt=0.581250
Round 5: src_acc=0.967708, tgt_acc=0.555208, best_tgt=0.581250
Round 6: src_acc=0.985156, tgt_acc=0.578125, best_tgt=0.581250
Round 7: src_acc=0.915104, tgt_acc=0.552083, best_tgt=0.581250
Round 8: src_acc=0.990365, tgt_acc=0.568750, best_tgt=0.581250
Round 9: src_acc=0.980208, tgt_acc=0.581250, best_tgt=0.581250
Round 10: src_acc=1.000000, tgt_acc=0.607292, best_tgt=0.607292
Round 11: src_acc=1.000000, tgt_acc=0.603125, best_tgt=0.607292
Round 12: src_acc=1.000000, tgt_acc=0.613542, best_tgt=0.613542
Round 13: src_acc=1.000000, tgt_acc=0.602083, best_tgt=0.613542
Round 14: src_acc=1.000000, tgt_acc=0.595833, best_tgt=0.613542
Round 15: src_acc=1.000000, tgt_acc=0.618750, best_tgt=0.618750
Round 16: src_acc=1.000000, tgt_acc=0.617708, best_tgt=0.618750
Round 17: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.618750
Round 18: src_acc=1.000000, tgt_acc=0.606250, best_tgt=0.618750
Round 19: src_acc=1.000000, tgt_acc=0.623958, best_tgt=0.623958
Round 20: src_acc=1.000000, tgt_acc=0.625000, best_tgt=0.625000
Round 21: src_acc=1.000000, tgt_acc=0.626042, best_tgt=0.626042
Round 22: src_acc=1.000000, tgt_acc=0.614583, best_tgt=0.626042
Round 23: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.626042
Round 24: src_acc=1.000000, tgt_acc=0.617708, best_tgt=0.626042
Round 25: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.626042
Round 26: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.626042
Round 27: src_acc=1.000000, tgt_acc=0.604167, best_tgt=0.626042
Round 28: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.626042
Round 29: src_acc=1.000000, tgt_acc=0.608333, best_tgt=0.626042
Round 30: src_acc=1.000000, tgt_acc=0.604167, best_tgt=0.626042
Round 31: src_acc=1.000000, tgt_acc=0.602083, best_tgt=0.626042
Round 32: src_acc=1.000000, tgt_acc=0.621875, best_tgt=0.626042
Round 33: src_acc=1.000000, tgt_acc=0.613542, best_tgt=0.626042
Round 34: src_acc=1.000000, tgt_acc=0.613542, best_tgt=0.626042
Round 35: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.626042
Round 36: src_acc=1.000000, tgt_acc=0.606250, best_tgt=0.626042
Round 37: src_acc=1.000000, tgt_acc=0.613542, best_tgt=0.626042
Round 38: src_acc=1.000000, tgt_acc=0.606250, best_tgt=0.626042
Round 39: src_acc=1.000000, tgt_acc=0.606250, best_tgt=0.626042
Round 40: src_acc=1.000000, tgt_acc=0.601042, best_tgt=0.626042
Round 41: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.626042
Round 42: src_acc=1.000000, tgt_acc=0.604167, best_tgt=0.626042
Round 43: src_acc=1.000000, tgt_acc=0.605208, best_tgt=0.626042
Round 44: src_acc=1.000000, tgt_acc=0.617708, best_tgt=0.626042
Round 45: src_acc=1.000000, tgt_acc=0.616667, best_tgt=0.626042
Round 46: src_acc=1.000000, tgt_acc=0.605208, best_tgt=0.626042
Round 47: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.626042
Round 48: src_acc=1.000000, tgt_acc=0.613542, best_tgt=0.626042
Round 49: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.626042
