Round 0: src_acc=0.784635, tgt_acc=0.518750, best_tgt=0.518750
Round 1: src_acc=0.896354, tgt_acc=0.563542, best_tgt=0.563542
Round 2: src_acc=0.917708, tgt_acc=0.573958, best_tgt=0.573958
Round 3: src_acc=0.937240, tgt_acc=0.543750, best_tgt=0.573958
Round 4: src_acc=0.975260, tgt_acc=0.588542, best_tgt=0.588542
Round 5: src_acc=0.971615, tgt_acc=0.545833, best_tgt=0.588542
Round 6: src_acc=0.980469, tgt_acc=0.555208, best_tgt=0.588542
Round 7: src_acc=0.988802, tgt_acc=0.528125, best_tgt=0.588542
Round 8: src_acc=0.982292, tgt_acc=0.547917, best_tgt=0.588542
Round 9: src_acc=0.995052, tgt_acc=0.571875, best_tgt=0.588542
Round 10: src_acc=0.999740, tgt_acc=0.605208, best_tgt=0.605208
Round 11: src_acc=1.000000, tgt_acc=0.601042, best_tgt=0.605208
Round 12: src_acc=1.000000, tgt_acc=0.614583, best_tgt=0.614583
Round 13: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.614583
Round 14: src_acc=1.000000, tgt_acc=0.606250, best_tgt=0.614583
Round 15: src_acc=1.000000, tgt_acc=0.610417, best_tgt=0.614583
Round 16: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.615625
Round 17: src_acc=1.000000, tgt_acc=0.623958, best_tgt=0.623958
Round 18: src_acc=1.000000, tgt_acc=0.623958, best_tgt=0.623958
Round 19: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.623958
Round 20: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.623958
Round 21: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.636458
Round 22: src_acc=1.000000, tgt_acc=0.626042, best_tgt=0.636458
Round 23: src_acc=1.000000, tgt_acc=0.610417, best_tgt=0.636458
Round 24: src_acc=1.000000, tgt_acc=0.625000, best_tgt=0.636458
Round 25: src_acc=1.000000, tgt_acc=0.616667, best_tgt=0.636458
Round 26: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.636458
Round 27: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.636458
Round 28: src_acc=1.000000, tgt_acc=0.618750, best_tgt=0.636458
Round 29: src_acc=1.000000, tgt_acc=0.621875, best_tgt=0.636458
Round 30: src_acc=1.000000, tgt_acc=0.633333, best_tgt=0.636458
Round 31: src_acc=1.000000, tgt_acc=0.622917, best_tgt=0.636458
Round 32: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.636458
Round 33: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.636458
Round 34: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.636458
Round 35: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.636458
Round 36: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.636458
Round 37: src_acc=1.000000, tgt_acc=0.634375, best_tgt=0.636458
Round 38: src_acc=1.000000, tgt_acc=0.613542, best_tgt=0.636458
Round 39: src_acc=1.000000, tgt_acc=0.629167, best_tgt=0.636458
Round 40: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.636458
Round 41: src_acc=1.000000, tgt_acc=0.631250, best_tgt=0.636458
Round 42: src_acc=1.000000, tgt_acc=0.622917, best_tgt=0.636458
Round 43: src_acc=1.000000, tgt_acc=0.623958, best_tgt=0.636458
Round 44: src_acc=1.000000, tgt_acc=0.629167, best_tgt=0.636458
Round 45: src_acc=1.000000, tgt_acc=0.629167, best_tgt=0.636458
Round 46: src_acc=1.000000, tgt_acc=0.623958, best_tgt=0.636458
Round 47: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.636458
Round 48: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.636458
Round 49: src_acc=1.000000, tgt_acc=0.633333, best_tgt=0.636458
