Round 0: src_acc=0.792571, tgt_acc=0.709333, best_tgt=0.709333
Round 1: src_acc=0.968952, tgt_acc=0.778667, best_tgt=0.778667
Round 2: src_acc=0.927048, tgt_acc=0.809333, best_tgt=0.809333
Round 3: src_acc=0.965714, tgt_acc=0.828000, best_tgt=0.828000
Round 4: src_acc=0.930476, tgt_acc=0.822000, best_tgt=0.828000
Round 5: src_acc=0.985714, tgt_acc=0.834000, best_tgt=0.834000
Round 6: src_acc=0.988571, tgt_acc=0.848667, best_tgt=0.848667
Round 7: src_acc=0.984762, tgt_acc=0.816000, best_tgt=0.848667
Round 8: src_acc=0.990476, tgt_acc=0.811333, best_tgt=0.848667
Round 9: src_acc=0.990095, tgt_acc=0.808000, best_tgt=0.848667
Round 10: src_acc=0.999619, tgt_acc=0.876000, best_tgt=0.876000
Round 11: src_acc=0.999810, tgt_acc=0.888000, best_tgt=0.888000
Round 12: src_acc=1.000000, tgt_acc=0.886000, best_tgt=0.888000
Round 13: src_acc=1.000000, tgt_acc=0.874667, best_tgt=0.888000
Round 14: src_acc=1.000000, tgt_acc=0.892000, best_tgt=0.892000
Round 15: src_acc=1.000000, tgt_acc=0.898000, best_tgt=0.898000
Round 16: src_acc=1.000000, tgt_acc=0.902000, best_tgt=0.902000
Round 17: src_acc=1.000000, tgt_acc=0.906667, best_tgt=0.906667
Round 18: src_acc=1.000000, tgt_acc=0.896667, best_tgt=0.906667
Round 19: src_acc=1.000000, tgt_acc=0.885333, best_tgt=0.906667
Round 20: src_acc=1.000000, tgt_acc=0.888667, best_tgt=0.906667
Round 21: src_acc=1.000000, tgt_acc=0.884000, best_tgt=0.906667
Round 22: src_acc=1.000000, tgt_acc=0.912667, best_tgt=0.912667
Round 23: src_acc=1.000000, tgt_acc=0.898667, best_tgt=0.912667
Round 24: src_acc=1.000000, tgt_acc=0.894000, best_tgt=0.912667
Round 25: src_acc=1.000000, tgt_acc=0.908000, best_tgt=0.912667
Round 26: src_acc=1.000000, tgt_acc=0.894667, best_tgt=0.912667
Round 27: src_acc=1.000000, tgt_acc=0.908667, best_tgt=0.912667
Round 28: src_acc=1.000000, tgt_acc=0.910000, best_tgt=0.912667
Round 29: src_acc=1.000000, tgt_acc=0.911333, best_tgt=0.912667
Round 30: src_acc=1.000000, tgt_acc=0.900000, best_tgt=0.912667
Round 31: src_acc=1.000000, tgt_acc=0.908667, best_tgt=0.912667
Round 32: src_acc=1.000000, tgt_acc=0.901333, best_tgt=0.912667
Round 33: src_acc=1.000000, tgt_acc=0.888000, best_tgt=0.912667
Round 34: src_acc=1.000000, tgt_acc=0.898667, best_tgt=0.912667
Round 35: src_acc=1.000000, tgt_acc=0.910667, best_tgt=0.912667
Round 36: src_acc=1.000000, tgt_acc=0.904000, best_tgt=0.912667
Round 37: src_acc=1.000000, tgt_acc=0.902667, best_tgt=0.912667
Round 38: src_acc=1.000000, tgt_acc=0.896000, best_tgt=0.912667
Round 39: src_acc=1.000000, tgt_acc=0.885333, best_tgt=0.912667
Round 40: src_acc=1.000000, tgt_acc=0.900000, best_tgt=0.912667
Round 41: src_acc=1.000000, tgt_acc=0.902000, best_tgt=0.912667
Round 42: src_acc=1.000000, tgt_acc=0.902667, best_tgt=0.912667
Round 43: src_acc=1.000000, tgt_acc=0.873333, best_tgt=0.912667
Round 44: src_acc=1.000000, tgt_acc=0.914667, best_tgt=0.914667
Round 45: src_acc=1.000000, tgt_acc=0.896000, best_tgt=0.914667
Round 46: src_acc=1.000000, tgt_acc=0.899333, best_tgt=0.914667
Round 47: src_acc=1.000000, tgt_acc=0.904667, best_tgt=0.914667
Round 48: src_acc=1.000000, tgt_acc=0.907333, best_tgt=0.914667
Round 49: src_acc=1.000000, tgt_acc=0.906667, best_tgt=0.914667
