Round 0: src_acc=0.705556, tgt_acc=0.470833, best_tgt=0.470833
Round 1: src_acc=0.864583, tgt_acc=0.616667, best_tgt=0.616667
Round 2: src_acc=0.891667, tgt_acc=0.595833, best_tgt=0.616667
Round 3: src_acc=0.896007, tgt_acc=0.666667, best_tgt=0.666667
Round 4: src_acc=0.939063, tgt_acc=0.595833, best_tgt=0.666667
Round 5: src_acc=0.962500, tgt_acc=0.589583, best_tgt=0.666667
Round 6: src_acc=0.973611, tgt_acc=0.602083, best_tgt=0.666667
Round 7: src_acc=0.970660, tgt_acc=0.604167, best_tgt=0.666667
Round 8: src_acc=0.950521, tgt_acc=0.631250, best_tgt=0.666667
Round 9: src_acc=0.970660, tgt_acc=0.675000, best_tgt=0.675000
Round 10: src_acc=0.999826, tgt_acc=0.675000, best_tgt=0.675000
Round 11: src_acc=1.000000, tgt_acc=0.660417, best_tgt=0.675000
Round 12: src_acc=1.000000, tgt_acc=0.670833, best_tgt=0.675000
Round 13: src_acc=1.000000, tgt_acc=0.656250, best_tgt=0.675000
Round 14: src_acc=0.999826, tgt_acc=0.658333, best_tgt=0.675000
Round 15: src_acc=1.000000, tgt_acc=0.631250, best_tgt=0.675000
Round 16: src_acc=1.000000, tgt_acc=0.639583, best_tgt=0.675000
Round 17: src_acc=1.000000, tgt_acc=0.656250, best_tgt=0.675000
Round 18: src_acc=1.000000, tgt_acc=0.660417, best_tgt=0.675000
Round 19: src_acc=1.000000, tgt_acc=0.641667, best_tgt=0.675000
Round 20: src_acc=1.000000, tgt_acc=0.660417, best_tgt=0.675000
Round 21: src_acc=1.000000, tgt_acc=0.658333, best_tgt=0.675000
Round 22: src_acc=1.000000, tgt_acc=0.650000, best_tgt=0.675000
Round 23: src_acc=1.000000, tgt_acc=0.662500, best_tgt=0.675000
Round 24: src_acc=1.000000, tgt_acc=0.647917, best_tgt=0.675000
Round 25: src_acc=1.000000, tgt_acc=0.656250, best_tgt=0.675000
Round 26: src_acc=1.000000, tgt_acc=0.670833, best_tgt=0.675000
Round 27: src_acc=1.000000, tgt_acc=0.660417, best_tgt=0.675000
Round 28: src_acc=1.000000, tgt_acc=0.654167, best_tgt=0.675000
Round 29: src_acc=1.000000, tgt_acc=0.658333, best_tgt=0.675000
Round 30: src_acc=1.000000, tgt_acc=0.643750, best_tgt=0.675000
Round 31: src_acc=1.000000, tgt_acc=0.666667, best_tgt=0.675000
Round 32: src_acc=1.000000, tgt_acc=0.664583, best_tgt=0.675000
Round 33: src_acc=1.000000, tgt_acc=0.645833, best_tgt=0.675000
Round 34: src_acc=1.000000, tgt_acc=0.660417, best_tgt=0.675000
Round 35: src_acc=1.000000, tgt_acc=0.677083, best_tgt=0.677083
Round 36: src_acc=1.000000, tgt_acc=0.677083, best_tgt=0.677083
Round 37: src_acc=1.000000, tgt_acc=0.656250, best_tgt=0.677083
Round 38: src_acc=1.000000, tgt_acc=0.660417, best_tgt=0.677083
Round 39: src_acc=1.000000, tgt_acc=0.647917, best_tgt=0.677083
Round 40: src_acc=1.000000, tgt_acc=0.658333, best_tgt=0.677083
Round 41: src_acc=1.000000, tgt_acc=0.645833, best_tgt=0.677083
Round 42: src_acc=1.000000, tgt_acc=0.650000, best_tgt=0.677083
Round 43: src_acc=1.000000, tgt_acc=0.658333, best_tgt=0.677083
Round 44: src_acc=1.000000, tgt_acc=0.664583, best_tgt=0.677083
Round 45: src_acc=1.000000, tgt_acc=0.647917, best_tgt=0.677083
Round 46: src_acc=1.000000, tgt_acc=0.645833, best_tgt=0.677083
Round 47: src_acc=1.000000, tgt_acc=0.643750, best_tgt=0.677083
Round 48: src_acc=1.000000, tgt_acc=0.660417, best_tgt=0.677083
Round 49: src_acc=1.000000, tgt_acc=0.656250, best_tgt=0.677083
