Round 0: src_acc=0.731510, tgt_acc=0.529167, best_tgt=0.529167
Round 1: src_acc=0.842448, tgt_acc=0.546875, best_tgt=0.546875
Round 2: src_acc=0.915104, tgt_acc=0.565625, best_tgt=0.565625
Round 3: src_acc=0.950521, tgt_acc=0.569792, best_tgt=0.569792
Round 4: src_acc=0.960677, tgt_acc=0.557292, best_tgt=0.569792
Round 5: src_acc=0.974219, tgt_acc=0.589583, best_tgt=0.589583
Round 6: src_acc=0.976823, tgt_acc=0.571875, best_tgt=0.589583
Round 7: src_acc=0.963281, tgt_acc=0.534375, best_tgt=0.589583
Round 8: src_acc=0.987760, tgt_acc=0.612500, best_tgt=0.612500
Round 9: src_acc=0.990885, tgt_acc=0.591667, best_tgt=0.612500
Round 10: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.612500
Round 11: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.612500
Round 12: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.615625
Round 13: src_acc=1.000000, tgt_acc=0.612500, best_tgt=0.615625
Round 14: src_acc=1.000000, tgt_acc=0.608333, best_tgt=0.615625
Round 15: src_acc=1.000000, tgt_acc=0.608333, best_tgt=0.615625
Round 16: src_acc=1.000000, tgt_acc=0.605208, best_tgt=0.615625
Round 17: src_acc=1.000000, tgt_acc=0.635417, best_tgt=0.635417
Round 18: src_acc=1.000000, tgt_acc=0.622917, best_tgt=0.635417
Round 19: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.635417
Round 20: src_acc=1.000000, tgt_acc=0.626042, best_tgt=0.635417
Round 21: src_acc=1.000000, tgt_acc=0.632292, best_tgt=0.635417
Round 22: src_acc=1.000000, tgt_acc=0.631250, best_tgt=0.635417
Round 23: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.635417
Round 24: src_acc=1.000000, tgt_acc=0.633333, best_tgt=0.635417
Round 25: src_acc=1.000000, tgt_acc=0.628125, best_tgt=0.635417
Round 26: src_acc=1.000000, tgt_acc=0.637500, best_tgt=0.637500
Round 27: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.637500
Round 28: src_acc=1.000000, tgt_acc=0.626042, best_tgt=0.637500
Round 29: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.637500
Round 30: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.637500
Round 31: src_acc=1.000000, tgt_acc=0.628125, best_tgt=0.637500
Round 32: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.637500
Round 33: src_acc=1.000000, tgt_acc=0.632292, best_tgt=0.637500
Round 34: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.637500
Round 35: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.637500
Round 36: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.637500
Round 37: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.637500
Round 38: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.637500
Round 39: src_acc=1.000000, tgt_acc=0.635417, best_tgt=0.637500
Round 40: src_acc=1.000000, tgt_acc=0.633333, best_tgt=0.637500
Round 41: src_acc=1.000000, tgt_acc=0.640625, best_tgt=0.640625
Round 42: src_acc=1.000000, tgt_acc=0.640625, best_tgt=0.640625
Round 43: src_acc=1.000000, tgt_acc=0.640625, best_tgt=0.640625
Round 44: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.640625
Round 45: src_acc=1.000000, tgt_acc=0.639583, best_tgt=0.640625
Round 46: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.640625
Round 47: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.640625
Round 48: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.640625
Round 49: src_acc=1.000000, tgt_acc=0.628125, best_tgt=0.640625
