Round 0: src_acc=0.971981, tgt_acc=0.908296, best_tgt=0.908296
Round 1: src_acc=0.969480, tgt_acc=0.875407, best_tgt=0.908296
Round 2: src_acc=0.960974, tgt_acc=0.890815, best_tgt=0.908296
Round 3: src_acc=0.991328, tgt_acc=0.946519, best_tgt=0.946519
Round 4: src_acc=0.966978, tgt_acc=0.914963, best_tgt=0.946519
Round 5: src_acc=0.968312, tgt_acc=0.915111, best_tgt=0.946519
Round 6: src_acc=0.994997, tgt_acc=0.948148, best_tgt=0.948148
Round 7: src_acc=0.996664, tgt_acc=0.960444, best_tgt=0.960444
Round 8: src_acc=0.995330, tgt_acc=0.949630, best_tgt=0.960444
Round 9: src_acc=0.989993, tgt_acc=0.925037, best_tgt=0.960444
Round 10: src_acc=0.999833, tgt_acc=0.970370, best_tgt=0.970370
Round 11: src_acc=1.000000, tgt_acc=0.967556, best_tgt=0.970370
Round 12: src_acc=1.000000, tgt_acc=0.969333, best_tgt=0.970370
Round 13: src_acc=1.000000, tgt_acc=0.966519, best_tgt=0.970370
Round 14: src_acc=1.000000, tgt_acc=0.971556, best_tgt=0.971556
Round 15: src_acc=1.000000, tgt_acc=0.965481, best_tgt=0.971556
Round 16: src_acc=1.000000, tgt_acc=0.969926, best_tgt=0.971556
Round 17: src_acc=1.000000, tgt_acc=0.970370, best_tgt=0.971556
Round 18: src_acc=1.000000, tgt_acc=0.972148, best_tgt=0.972148
Round 19: src_acc=1.000000, tgt_acc=0.970370, best_tgt=0.972148
Round 20: src_acc=1.000000, tgt_acc=0.973037, best_tgt=0.973037
Round 21: src_acc=1.000000, tgt_acc=0.971852, best_tgt=0.973037
Round 22: src_acc=1.000000, tgt_acc=0.973333, best_tgt=0.973333
Round 23: src_acc=1.000000, tgt_acc=0.971259, best_tgt=0.973333
Round 24: src_acc=1.000000, tgt_acc=0.971407, best_tgt=0.973333
Round 25: src_acc=1.000000, tgt_acc=0.971704, best_tgt=0.973333
Round 26: src_acc=1.000000, tgt_acc=0.973037, best_tgt=0.973333
Round 27: src_acc=1.000000, tgt_acc=0.973185, best_tgt=0.973333
Round 28: src_acc=1.000000, tgt_acc=0.973926, best_tgt=0.973926
Round 29: src_acc=1.000000, tgt_acc=0.971852, best_tgt=0.973926
Round 30: src_acc=1.000000, tgt_acc=0.973778, best_tgt=0.973926
Round 31: src_acc=1.000000, tgt_acc=0.973185, best_tgt=0.973926
Round 32: src_acc=1.000000, tgt_acc=0.973926, best_tgt=0.973926
Round 33: src_acc=1.000000, tgt_acc=0.970519, best_tgt=0.973926
Round 34: src_acc=1.000000, tgt_acc=0.975407, best_tgt=0.975407
Round 35: src_acc=1.000000, tgt_acc=0.974074, best_tgt=0.975407
Round 36: src_acc=1.000000, tgt_acc=0.975407, best_tgt=0.975407
Round 37: src_acc=1.000000, tgt_acc=0.973481, best_tgt=0.975407
Round 38: src_acc=1.000000, tgt_acc=0.972889, best_tgt=0.975407
Round 39: src_acc=1.000000, tgt_acc=0.974815, best_tgt=0.975407
Round 40: src_acc=1.000000, tgt_acc=0.974519, best_tgt=0.975407
Round 41: src_acc=1.000000, tgt_acc=0.975556, best_tgt=0.975556
Round 42: src_acc=1.000000, tgt_acc=0.975259, best_tgt=0.975556
Round 43: src_acc=1.000000, tgt_acc=0.972148, best_tgt=0.975556
Round 44: src_acc=1.000000, tgt_acc=0.975111, best_tgt=0.975556
Round 45: src_acc=1.000000, tgt_acc=0.974667, best_tgt=0.975556
Round 46: src_acc=1.000000, tgt_acc=0.970963, best_tgt=0.975556
Round 47: src_acc=1.000000, tgt_acc=0.972741, best_tgt=0.975556
Round 48: src_acc=1.000000, tgt_acc=0.974222, best_tgt=0.975556
Round 49: src_acc=1.000000, tgt_acc=0.977037, best_tgt=0.977037
