Round 0: src_acc=0.894259, tgt_acc=0.897037, best_tgt=0.897037
Round 1: src_acc=0.956111, tgt_acc=0.932593, best_tgt=0.932593
Round 2: src_acc=0.951667, tgt_acc=0.943704, best_tgt=0.943704
Round 3: src_acc=0.945741, tgt_acc=0.919259, best_tgt=0.943704
Round 4: src_acc=0.982407, tgt_acc=0.940000, best_tgt=0.943704
Round 5: src_acc=0.988889, tgt_acc=0.962963, best_tgt=0.962963
Round 6: src_acc=0.977037, tgt_acc=0.951852, best_tgt=0.962963
Round 7: src_acc=0.990556, tgt_acc=0.959259, best_tgt=0.962963
Round 8: src_acc=0.975000, tgt_acc=0.934815, best_tgt=0.962963
Round 9: src_acc=0.980370, tgt_acc=0.930370, best_tgt=0.962963
Round 10: src_acc=0.999630, tgt_acc=0.976296, best_tgt=0.976296
Round 11: src_acc=1.000000, tgt_acc=0.971111, best_tgt=0.976296
Round 12: src_acc=1.000000, tgt_acc=0.966667, best_tgt=0.976296
Round 13: src_acc=1.000000, tgt_acc=0.971111, best_tgt=0.976296
Round 14: src_acc=1.000000, tgt_acc=0.971852, best_tgt=0.976296
Round 15: src_acc=1.000000, tgt_acc=0.968889, best_tgt=0.976296
Round 16: src_acc=1.000000, tgt_acc=0.968889, best_tgt=0.976296
Round 17: src_acc=1.000000, tgt_acc=0.971111, best_tgt=0.976296
Round 18: src_acc=1.000000, tgt_acc=0.974815, best_tgt=0.976296
Round 19: src_acc=0.999815, tgt_acc=0.972593, best_tgt=0.976296
Round 20: src_acc=1.000000, tgt_acc=0.974074, best_tgt=0.976296
Round 21: src_acc=1.000000, tgt_acc=0.972593, best_tgt=0.976296
Round 22: src_acc=1.000000, tgt_acc=0.971852, best_tgt=0.976296
Round 23: src_acc=1.000000, tgt_acc=0.975556, best_tgt=0.976296
Round 24: src_acc=1.000000, tgt_acc=0.975556, best_tgt=0.976296
Round 25: src_acc=1.000000, tgt_acc=0.974815, best_tgt=0.976296
Round 26: src_acc=1.000000, tgt_acc=0.974074, best_tgt=0.976296
Round 27: src_acc=1.000000, tgt_acc=0.974074, best_tgt=0.976296
Round 28: src_acc=1.000000, tgt_acc=0.976296, best_tgt=0.976296
Round 29: src_acc=1.000000, tgt_acc=0.977037, best_tgt=0.977037
Round 30: src_acc=1.000000, tgt_acc=0.977778, best_tgt=0.977778
Round 31: src_acc=1.000000, tgt_acc=0.974074, best_tgt=0.977778
