Round 0: src_acc=0.778819, tgt_acc=0.627083, best_tgt=0.627083
Round 1: src_acc=0.830903, tgt_acc=0.685417, best_tgt=0.685417
Round 2: src_acc=0.773264, tgt_acc=0.627083, best_tgt=0.685417
Round 3: src_acc=0.921875, tgt_acc=0.687500, best_tgt=0.687500
Round 4: src_acc=0.953646, tgt_acc=0.727083, best_tgt=0.727083
Round 5: src_acc=0.930382, tgt_acc=0.645833, best_tgt=0.727083
Round 6: src_acc=0.946181, tgt_acc=0.697917, best_tgt=0.727083
Round 7: src_acc=0.952951, tgt_acc=0.629167, best_tgt=0.727083
Round 8: src_acc=0.969618, tgt_acc=0.712500, best_tgt=0.727083
Round 9: src_acc=0.980208, tgt_acc=0.741667, best_tgt=0.741667
Round 10: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.741667
Round 11: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.743750
Round 12: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.750000
Round 13: src_acc=1.000000, tgt_acc=0.737500, best_tgt=0.750000
Round 14: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.750000
Round 15: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.750000
Round 16: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.750000
Round 17: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.750000
Round 18: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.750000
Round 19: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.758333
Round 20: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.758333
Round 21: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.758333
Round 22: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.758333
Round 23: src_acc=1.000000, tgt_acc=0.741667, best_tgt=0.758333
Round 24: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.758333
Round 25: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.758333
Round 26: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.758333
Round 27: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.758333
Round 28: src_acc=1.000000, tgt_acc=0.731250, best_tgt=0.758333
Round 29: src_acc=1.000000, tgt_acc=0.741667, best_tgt=0.758333
Round 30: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.758333
Round 31: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.758333
Round 32: src_acc=1.000000, tgt_acc=0.741667, best_tgt=0.758333
Round 33: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.758333
Round 34: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.758333
Round 35: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.758333
Round 36: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.758333
Round 37: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.758333
Round 38: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.758333
Round 39: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.758333
Round 40: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.758333
Round 41: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.758333
Round 42: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.758333
Round 43: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.758333
Round 44: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.758333
Round 45: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.758333
Round 46: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.758333
Round 47: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.758333
Round 48: src_acc=1.000000, tgt_acc=0.737500, best_tgt=0.758333
Round 49: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.758333
