Round 0: src_acc=0.929630, tgt_acc=0.913333, best_tgt=0.913333
Round 1: src_acc=0.918704, tgt_acc=0.909630, best_tgt=0.913333
Round 2: src_acc=0.982037, tgt_acc=0.962963, best_tgt=0.962963
Round 3: src_acc=0.949815, tgt_acc=0.927407, best_tgt=0.962963
Round 4: src_acc=0.984815, tgt_acc=0.955556, best_tgt=0.962963
Round 5: src_acc=0.990185, tgt_acc=0.962222, best_tgt=0.962963
Round 6: src_acc=0.988519, tgt_acc=0.964444, best_tgt=0.964444
Round 7: src_acc=0.975926, tgt_acc=0.931111, best_tgt=0.964444
Round 8: src_acc=0.990185, tgt_acc=0.962222, best_tgt=0.964444
Round 9: src_acc=0.986667, tgt_acc=0.948889, best_tgt=0.964444
Round 10: src_acc=0.999074, tgt_acc=0.969630, best_tgt=0.969630
Round 11: src_acc=0.999815, tgt_acc=0.967407, best_tgt=0.969630
Round 12: src_acc=1.000000, tgt_acc=0.969630, best_tgt=0.969630
Round 13: src_acc=0.999815, tgt_acc=0.979259, best_tgt=0.979259
Round 14: src_acc=0.999815, tgt_acc=0.976296, best_tgt=0.979259
Round 15: src_acc=0.999815, tgt_acc=0.976296, best_tgt=0.979259
Round 16: src_acc=0.999815, tgt_acc=0.980741, best_tgt=0.980741
Round 17: src_acc=1.000000, tgt_acc=0.978519, best_tgt=0.980741
Round 18: src_acc=1.000000, tgt_acc=0.975556, best_tgt=0.980741
Round 19: src_acc=1.000000, tgt_acc=0.974074, best_tgt=0.980741
Round 20: src_acc=1.000000, tgt_acc=0.977037, best_tgt=0.980741
Round 21: src_acc=1.000000, tgt_acc=0.973333, best_tgt=0.980741
Round 22: src_acc=1.000000, tgt_acc=0.975556, best_tgt=0.980741
Round 23: src_acc=1.000000, tgt_acc=0.974815, best_tgt=0.980741
Round 24: src_acc=1.000000, tgt_acc=0.976296, best_tgt=0.980741
Round 25: src_acc=1.000000, tgt_acc=0.974815, best_tgt=0.980741
Round 26: src_acc=1.000000, tgt_acc=0.977778, best_tgt=0.980741
Round 27: src_acc=1.000000, tgt_acc=0.978519, best_tgt=0.980741
Round 28: src_acc=1.000000, tgt_acc=0.977037, best_tgt=0.980741
Round 29: src_acc=1.000000, tgt_acc=0.974074, best_tgt=0.980741
Round 30: src_acc=1.000000, tgt_acc=0.980000, best_tgt=0.980741
