Round 0: src_acc=0.917593, tgt_acc=0.882963, best_tgt=0.882963
Round 1: src_acc=0.968333, tgt_acc=0.924444, best_tgt=0.924444
Round 2: src_acc=0.975370, tgt_acc=0.935556, best_tgt=0.935556
Round 3: src_acc=0.977778, tgt_acc=0.923704, best_tgt=0.935556
Round 4: src_acc=0.980926, tgt_acc=0.938519, best_tgt=0.938519
Round 5: src_acc=0.982037, tgt_acc=0.931111, best_tgt=0.938519
Round 6: src_acc=0.941667, tgt_acc=0.882222, best_tgt=0.938519
Round 7: src_acc=0.998148, tgt_acc=0.971852, best_tgt=0.971852
Round 8: src_acc=0.998704, tgt_acc=0.984444, best_tgt=0.984444
Round 9: src_acc=0.999259, tgt_acc=0.977037, best_tgt=0.984444
Round 10: src_acc=0.999630, tgt_acc=0.974815, best_tgt=0.984444
Round 11: src_acc=1.000000, tgt_acc=0.980000, best_tgt=0.984444
Round 12: src_acc=1.000000, tgt_acc=0.985185, best_tgt=0.985185
Round 13: src_acc=1.000000, tgt_acc=0.984444, best_tgt=0.985185
Round 14: src_acc=1.000000, tgt_acc=0.981481, best_tgt=0.985185
Round 15: src_acc=1.000000, tgt_acc=0.986667, best_tgt=0.986667
Round 16: src_acc=1.000000, tgt_acc=0.987407, best_tgt=0.987407
Round 17: src_acc=1.000000, tgt_acc=0.991111, best_tgt=0.991111
Round 18: src_acc=1.000000, tgt_acc=0.988148, best_tgt=0.991111
Round 19: src_acc=1.000000, tgt_acc=0.984444, best_tgt=0.991111
Round 20: src_acc=1.000000, tgt_acc=0.984444, best_tgt=0.991111
Round 21: src_acc=1.000000, tgt_acc=0.986667, best_tgt=0.991111
Round 22: src_acc=1.000000, tgt_acc=0.985926, best_tgt=0.991111
Round 23: src_acc=1.000000, tgt_acc=0.986667, best_tgt=0.991111
Round 24: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.991111
Round 25: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.991111
Round 26: src_acc=1.000000, tgt_acc=0.988148, best_tgt=0.991111
Round 27: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.991111
Round 28: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.991111
Round 29: src_acc=1.000000, tgt_acc=0.984444, best_tgt=0.991111
Round 30: src_acc=1.000000, tgt_acc=0.987407, best_tgt=0.991111
Round 31: src_acc=1.000000, tgt_acc=0.988889, best_tgt=0.991111
Round 32: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.991111
Round 33: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.991111
Round 34: src_acc=1.000000, tgt_acc=0.991111, best_tgt=0.991111
Round 35: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.991111
Round 36: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.991111
Round 37: src_acc=1.000000, tgt_acc=0.986667, best_tgt=0.991111
Round 38: src_acc=1.000000, tgt_acc=0.988148, best_tgt=0.991111
Round 39: src_acc=1.000000, tgt_acc=0.993333, best_tgt=0.993333
Round 40: src_acc=1.000000, tgt_acc=0.988889, best_tgt=0.993333
Round 41: src_acc=1.000000, tgt_acc=0.991852, best_tgt=0.993333
Round 42: src_acc=1.000000, tgt_acc=0.986667, best_tgt=0.993333
Round 43: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.993333
Round 44: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.993333
Round 45: src_acc=1.000000, tgt_acc=0.988148, best_tgt=0.993333
Round 46: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.993333
Round 47: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.993333
Round 48: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.993333
Round 49: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.993333
