Round 0: src_acc=0.734115, tgt_acc=0.489583, best_tgt=0.489583
Round 1: src_acc=0.892448, tgt_acc=0.533333, best_tgt=0.533333
Round 2: src_acc=0.926042, tgt_acc=0.593750, best_tgt=0.593750
Round 3: src_acc=0.931771, tgt_acc=0.581250, best_tgt=0.593750
Round 4: src_acc=0.944792, tgt_acc=0.519792, best_tgt=0.593750
Round 5: src_acc=0.926042, tgt_acc=0.521875, best_tgt=0.593750
Round 6: src_acc=0.989062, tgt_acc=0.576042, best_tgt=0.593750
Round 7: src_acc=0.988021, tgt_acc=0.587500, best_tgt=0.593750
Round 8: src_acc=0.954688, tgt_acc=0.551042, best_tgt=0.593750
Round 9: src_acc=0.991667, tgt_acc=0.534375, best_tgt=0.593750
Round 10: src_acc=0.999479, tgt_acc=0.615625, best_tgt=0.615625
Round 11: src_acc=1.000000, tgt_acc=0.590625, best_tgt=0.615625
Round 12: src_acc=1.000000, tgt_acc=0.603125, best_tgt=0.615625
Round 13: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.620833
Round 14: src_acc=1.000000, tgt_acc=0.616667, best_tgt=0.620833
Round 15: src_acc=1.000000, tgt_acc=0.621875, best_tgt=0.621875
Round 16: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.621875
Round 17: src_acc=1.000000, tgt_acc=0.628125, best_tgt=0.628125
Round 18: src_acc=1.000000, tgt_acc=0.597917, best_tgt=0.628125
Round 19: src_acc=1.000000, tgt_acc=0.592708, best_tgt=0.628125
Round 20: src_acc=1.000000, tgt_acc=0.616667, best_tgt=0.628125
Round 21: src_acc=1.000000, tgt_acc=0.612500, best_tgt=0.628125
Round 22: src_acc=1.000000, tgt_acc=0.603125, best_tgt=0.628125
Round 23: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.628125
Round 24: src_acc=1.000000, tgt_acc=0.608333, best_tgt=0.628125
Round 25: src_acc=1.000000, tgt_acc=0.614583, best_tgt=0.628125
Round 26: src_acc=1.000000, tgt_acc=0.613542, best_tgt=0.628125
Round 27: src_acc=1.000000, tgt_acc=0.601042, best_tgt=0.628125
Round 28: src_acc=1.000000, tgt_acc=0.595833, best_tgt=0.628125
Round 29: src_acc=1.000000, tgt_acc=0.610417, best_tgt=0.628125
Round 30: src_acc=1.000000, tgt_acc=0.604167, best_tgt=0.628125
Round 31: src_acc=1.000000, tgt_acc=0.603125, best_tgt=0.628125
Round 32: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.628125
Round 33: src_acc=1.000000, tgt_acc=0.603125, best_tgt=0.628125
Round 34: src_acc=1.000000, tgt_acc=0.597917, best_tgt=0.628125
Round 35: src_acc=1.000000, tgt_acc=0.595833, best_tgt=0.628125
Round 36: src_acc=1.000000, tgt_acc=0.604167, best_tgt=0.628125
Round 37: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.628125
Round 38: src_acc=1.000000, tgt_acc=0.600000, best_tgt=0.628125
Round 39: src_acc=1.000000, tgt_acc=0.604167, best_tgt=0.628125
Round 40: src_acc=1.000000, tgt_acc=0.597917, best_tgt=0.628125
Round 41: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.628125
Round 42: src_acc=1.000000, tgt_acc=0.613542, best_tgt=0.628125
Round 43: src_acc=1.000000, tgt_acc=0.612500, best_tgt=0.628125
Round 44: src_acc=1.000000, tgt_acc=0.612500, best_tgt=0.628125
Round 45: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.628125
Round 46: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.628125
Round 47: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.628125
Round 48: src_acc=1.000000, tgt_acc=0.619792, best_tgt=0.628125
Round 49: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.628125
