Round 0: src_acc=0.706510, tgt_acc=0.504167, best_tgt=0.504167
Round 1: src_acc=0.836979, tgt_acc=0.483333, best_tgt=0.504167
Round 2: src_acc=0.919792, tgt_acc=0.530208, best_tgt=0.530208
Round 3: src_acc=0.945833, tgt_acc=0.616667, best_tgt=0.616667
Round 4: src_acc=0.940885, tgt_acc=0.502083, best_tgt=0.616667
Round 5: src_acc=0.959375, tgt_acc=0.523958, best_tgt=0.616667
Round 6: src_acc=0.968490, tgt_acc=0.548958, best_tgt=0.616667
Round 7: src_acc=0.987760, tgt_acc=0.541667, best_tgt=0.616667
Round 8: src_acc=0.981510, tgt_acc=0.562500, best_tgt=0.616667
Round 9: src_acc=0.989323, tgt_acc=0.538542, best_tgt=0.616667
Round 10: src_acc=0.999740, tgt_acc=0.568750, best_tgt=0.616667
Round 11: src_acc=1.000000, tgt_acc=0.586458, best_tgt=0.616667
Round 12: src_acc=1.000000, tgt_acc=0.585417, best_tgt=0.616667
Round 13: src_acc=1.000000, tgt_acc=0.572917, best_tgt=0.616667
Round 14: src_acc=1.000000, tgt_acc=0.575000, best_tgt=0.616667
Round 15: src_acc=1.000000, tgt_acc=0.585417, best_tgt=0.616667
Round 16: src_acc=1.000000, tgt_acc=0.585417, best_tgt=0.616667
Round 17: src_acc=1.000000, tgt_acc=0.591667, best_tgt=0.616667
Round 18: src_acc=1.000000, tgt_acc=0.589583, best_tgt=0.616667
Round 19: src_acc=1.000000, tgt_acc=0.598958, best_tgt=0.616667
Round 20: src_acc=1.000000, tgt_acc=0.596875, best_tgt=0.616667
Round 21: src_acc=1.000000, tgt_acc=0.580208, best_tgt=0.616667
Round 22: src_acc=1.000000, tgt_acc=0.589583, best_tgt=0.616667
Round 23: src_acc=1.000000, tgt_acc=0.578125, best_tgt=0.616667
Round 24: src_acc=1.000000, tgt_acc=0.581250, best_tgt=0.616667
Round 25: src_acc=1.000000, tgt_acc=0.582292, best_tgt=0.616667
Round 26: src_acc=1.000000, tgt_acc=0.591667, best_tgt=0.616667
Round 27: src_acc=1.000000, tgt_acc=0.595833, best_tgt=0.616667
Round 28: src_acc=1.000000, tgt_acc=0.588542, best_tgt=0.616667
Round 29: src_acc=1.000000, tgt_acc=0.592708, best_tgt=0.616667
Round 30: src_acc=1.000000, tgt_acc=0.602083, best_tgt=0.616667
Round 31: src_acc=1.000000, tgt_acc=0.589583, best_tgt=0.616667
Round 32: src_acc=1.000000, tgt_acc=0.596875, best_tgt=0.616667
Round 33: src_acc=1.000000, tgt_acc=0.586458, best_tgt=0.616667
Round 34: src_acc=1.000000, tgt_acc=0.598958, best_tgt=0.616667
Round 35: src_acc=1.000000, tgt_acc=0.597917, best_tgt=0.616667
Round 36: src_acc=1.000000, tgt_acc=0.589583, best_tgt=0.616667
Round 37: src_acc=1.000000, tgt_acc=0.590625, best_tgt=0.616667
Round 38: src_acc=1.000000, tgt_acc=0.587500, best_tgt=0.616667
Round 39: src_acc=1.000000, tgt_acc=0.598958, best_tgt=0.616667
Round 40: src_acc=1.000000, tgt_acc=0.600000, best_tgt=0.616667
Round 41: src_acc=1.000000, tgt_acc=0.592708, best_tgt=0.616667
Round 42: src_acc=1.000000, tgt_acc=0.588542, best_tgt=0.616667
Round 43: src_acc=1.000000, tgt_acc=0.598958, best_tgt=0.616667
Round 44: src_acc=1.000000, tgt_acc=0.593750, best_tgt=0.616667
Round 45: src_acc=1.000000, tgt_acc=0.593750, best_tgt=0.616667
Round 46: src_acc=1.000000, tgt_acc=0.602083, best_tgt=0.616667
Round 47: src_acc=1.000000, tgt_acc=0.605208, best_tgt=0.616667
Round 48: src_acc=1.000000, tgt_acc=0.605208, best_tgt=0.616667
Round 49: src_acc=1.000000, tgt_acc=0.598958, best_tgt=0.616667
