Round 0: src_acc=0.880952, tgt_acc=0.778667, best_tgt=0.778667
Round 1: src_acc=0.922286, tgt_acc=0.859333, best_tgt=0.859333
Round 2: src_acc=0.937143, tgt_acc=0.864000, best_tgt=0.864000
Round 3: src_acc=0.988190, tgt_acc=0.850667, best_tgt=0.864000
Round 4: src_acc=0.978857, tgt_acc=0.854000, best_tgt=0.864000
Round 5: src_acc=0.918476, tgt_acc=0.838000, best_tgt=0.864000
Round 6: src_acc=0.995619, tgt_acc=0.940667, best_tgt=0.940667
Round 7: src_acc=0.991429, tgt_acc=0.904667, best_tgt=0.940667
Round 8: src_acc=0.989714, tgt_acc=0.829333, best_tgt=0.940667
Round 9: src_acc=0.996762, tgt_acc=0.926667, best_tgt=0.940667
Round 10: src_acc=0.999619, tgt_acc=0.946667, best_tgt=0.946667
Round 11: src_acc=0.999810, tgt_acc=0.958667, best_tgt=0.958667
Round 12: src_acc=0.999619, tgt_acc=0.922000, best_tgt=0.958667
Round 13: src_acc=0.999619, tgt_acc=0.939333, best_tgt=0.958667
Round 14: src_acc=0.999619, tgt_acc=0.942667, best_tgt=0.958667
Round 15: src_acc=1.000000, tgt_acc=0.946667, best_tgt=0.958667
Round 16: src_acc=1.000000, tgt_acc=0.962000, best_tgt=0.962000
Round 17: src_acc=0.999810, tgt_acc=0.952000, best_tgt=0.962000
Round 18: src_acc=1.000000, tgt_acc=0.940000, best_tgt=0.962000
Round 19: src_acc=1.000000, tgt_acc=0.945333, best_tgt=0.962000
Round 20: src_acc=1.000000, tgt_acc=0.940000, best_tgt=0.962000
Round 21: src_acc=1.000000, tgt_acc=0.943333, best_tgt=0.962000
Round 22: src_acc=1.000000, tgt_acc=0.951333, best_tgt=0.962000
Round 23: src_acc=1.000000, tgt_acc=0.964667, best_tgt=0.964667
Round 24: src_acc=1.000000, tgt_acc=0.964000, best_tgt=0.964667
Round 25: src_acc=0.999810, tgt_acc=0.948667, best_tgt=0.964667
Round 26: src_acc=1.000000, tgt_acc=0.945333, best_tgt=0.964667
Round 27: src_acc=1.000000, tgt_acc=0.954000, best_tgt=0.964667
Round 28: src_acc=1.000000, tgt_acc=0.951333, best_tgt=0.964667
Round 29: src_acc=1.000000, tgt_acc=0.960000, best_tgt=0.964667
Round 30: src_acc=1.000000, tgt_acc=0.967333, best_tgt=0.967333
Round 31: src_acc=1.000000, tgt_acc=0.966000, best_tgt=0.967333
Round 32: src_acc=1.000000, tgt_acc=0.959333, best_tgt=0.967333
Round 33: src_acc=1.000000, tgt_acc=0.945333, best_tgt=0.967333
Round 34: src_acc=1.000000, tgt_acc=0.966667, best_tgt=0.967333
Round 35: src_acc=1.000000, tgt_acc=0.962667, best_tgt=0.967333
Round 36: src_acc=1.000000, tgt_acc=0.964667, best_tgt=0.967333
Round 37: src_acc=1.000000, tgt_acc=0.958000, best_tgt=0.967333
Round 38: src_acc=1.000000, tgt_acc=0.963333, best_tgt=0.967333
Round 39: src_acc=1.000000, tgt_acc=0.958667, best_tgt=0.967333
Round 40: src_acc=1.000000, tgt_acc=0.956667, best_tgt=0.967333
Round 41: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.967333
Round 42: src_acc=1.000000, tgt_acc=0.940667, best_tgt=0.967333
Round 43: src_acc=1.000000, tgt_acc=0.966000, best_tgt=0.967333
Round 44: src_acc=1.000000, tgt_acc=0.928667, best_tgt=0.967333
Round 45: src_acc=1.000000, tgt_acc=0.958000, best_tgt=0.967333
Round 46: src_acc=1.000000, tgt_acc=0.938667, best_tgt=0.967333
Round 47: src_acc=1.000000, tgt_acc=0.962667, best_tgt=0.967333
Round 48: src_acc=1.000000, tgt_acc=0.972667, best_tgt=0.972667
Round 49: src_acc=1.000000, tgt_acc=0.942667, best_tgt=0.972667
