Round 0: src_acc=0.836000, tgt_acc=0.728000, best_tgt=0.728000
Round 1: src_acc=0.858476, tgt_acc=0.802667, best_tgt=0.802667
Round 2: src_acc=0.826667, tgt_acc=0.629333, best_tgt=0.802667
Round 3: src_acc=0.962286, tgt_acc=0.754000, best_tgt=0.802667
Round 4: src_acc=0.980000, tgt_acc=0.829333, best_tgt=0.829333
Round 5: src_acc=0.949333, tgt_acc=0.744667, best_tgt=0.829333
Round 6: src_acc=0.960571, tgt_acc=0.836667, best_tgt=0.836667
Round 7: src_acc=0.993333, tgt_acc=0.847333, best_tgt=0.847333
Round 8: src_acc=0.989143, tgt_acc=0.835333, best_tgt=0.847333
Round 9: src_acc=0.993143, tgt_acc=0.844000, best_tgt=0.847333
Round 10: src_acc=0.999619, tgt_acc=0.902000, best_tgt=0.902000
Round 11: src_acc=1.000000, tgt_acc=0.904667, best_tgt=0.904667
Round 12: src_acc=1.000000, tgt_acc=0.895333, best_tgt=0.904667
Round 13: src_acc=1.000000, tgt_acc=0.914000, best_tgt=0.914000
Round 14: src_acc=1.000000, tgt_acc=0.885333, best_tgt=0.914000
Round 15: src_acc=1.000000, tgt_acc=0.906667, best_tgt=0.914000
Round 16: src_acc=1.000000, tgt_acc=0.906000, best_tgt=0.914000
Round 17: src_acc=1.000000, tgt_acc=0.904000, best_tgt=0.914000
Round 18: src_acc=1.000000, tgt_acc=0.890000, best_tgt=0.914000
Round 19: src_acc=1.000000, tgt_acc=0.903333, best_tgt=0.914000
Round 20: src_acc=1.000000, tgt_acc=0.916667, best_tgt=0.916667
Round 21: src_acc=1.000000, tgt_acc=0.911333, best_tgt=0.916667
Round 22: src_acc=1.000000, tgt_acc=0.913333, best_tgt=0.916667
Round 23: src_acc=1.000000, tgt_acc=0.906000, best_tgt=0.916667
Round 24: src_acc=1.000000, tgt_acc=0.917333, best_tgt=0.917333
Round 25: src_acc=1.000000, tgt_acc=0.924000, best_tgt=0.924000
Round 26: src_acc=1.000000, tgt_acc=0.911333, best_tgt=0.924000
Round 27: src_acc=1.000000, tgt_acc=0.898667, best_tgt=0.924000
Round 28: src_acc=1.000000, tgt_acc=0.904667, best_tgt=0.924000
Round 29: src_acc=1.000000, tgt_acc=0.914667, best_tgt=0.924000
Round 30: src_acc=1.000000, tgt_acc=0.898000, best_tgt=0.924000
Round 31: src_acc=1.000000, tgt_acc=0.910000, best_tgt=0.924000
Round 32: src_acc=1.000000, tgt_acc=0.915333, best_tgt=0.924000
Round 33: src_acc=1.000000, tgt_acc=0.903333, best_tgt=0.924000
Round 34: src_acc=1.000000, tgt_acc=0.916000, best_tgt=0.924000
Round 35: src_acc=1.000000, tgt_acc=0.908667, best_tgt=0.924000
Round 36: src_acc=1.000000, tgt_acc=0.909333, best_tgt=0.924000
Round 37: src_acc=1.000000, tgt_acc=0.902000, best_tgt=0.924000
Round 38: src_acc=1.000000, tgt_acc=0.916667, best_tgt=0.924000
Round 39: src_acc=1.000000, tgt_acc=0.912000, best_tgt=0.924000
Round 40: src_acc=1.000000, tgt_acc=0.918000, best_tgt=0.924000
Round 41: src_acc=1.000000, tgt_acc=0.918000, best_tgt=0.924000
Round 42: src_acc=1.000000, tgt_acc=0.910000, best_tgt=0.924000
Round 43: src_acc=1.000000, tgt_acc=0.915333, best_tgt=0.924000
Round 44: src_acc=1.000000, tgt_acc=0.921333, best_tgt=0.924000
Round 45: src_acc=1.000000, tgt_acc=0.912000, best_tgt=0.924000
Round 46: src_acc=1.000000, tgt_acc=0.893333, best_tgt=0.924000
Round 47: src_acc=1.000000, tgt_acc=0.905333, best_tgt=0.924000
Round 48: src_acc=1.000000, tgt_acc=0.914000, best_tgt=0.924000
Round 49: src_acc=1.000000, tgt_acc=0.918000, best_tgt=0.924000
