Round 0: src_acc=0.600521, tgt_acc=0.443750, best_tgt=0.443750
Round 1: src_acc=0.836979, tgt_acc=0.612500, best_tgt=0.612500
Round 2: src_acc=0.928472, tgt_acc=0.687500, best_tgt=0.687500
Round 3: src_acc=0.922049, tgt_acc=0.708333, best_tgt=0.708333
Round 4: src_acc=0.923090, tgt_acc=0.635417, best_tgt=0.708333
Round 5: src_acc=0.977431, tgt_acc=0.652083, best_tgt=0.708333
Round 6: src_acc=0.981771, tgt_acc=0.658333, best_tgt=0.708333
Round 7: src_acc=0.978646, tgt_acc=0.704167, best_tgt=0.708333
Round 8: src_acc=0.959549, tgt_acc=0.737500, best_tgt=0.737500
Round 9: src_acc=0.984896, tgt_acc=0.718750, best_tgt=0.737500
Round 10: src_acc=0.999826, tgt_acc=0.743750, best_tgt=0.743750
Round 11: src_acc=1.000000, tgt_acc=0.737500, best_tgt=0.743750
Round 12: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.750000
Round 13: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.750000
Round 14: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.752083
Round 15: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.752083
Round 16: src_acc=1.000000, tgt_acc=0.777083, best_tgt=0.777083
Round 17: src_acc=1.000000, tgt_acc=0.772917, best_tgt=0.777083
Round 18: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.777083
Round 19: src_acc=1.000000, tgt_acc=0.775000, best_tgt=0.777083
Round 20: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.777083
Round 21: src_acc=1.000000, tgt_acc=0.770833, best_tgt=0.777083
Round 22: src_acc=1.000000, tgt_acc=0.764583, best_tgt=0.777083
Round 23: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.777083
Round 24: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.777083
Round 25: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.777083
Round 26: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.777083
Round 27: src_acc=1.000000, tgt_acc=0.770833, best_tgt=0.777083
Round 28: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.777083
Round 29: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.777083
Round 30: src_acc=1.000000, tgt_acc=0.770833, best_tgt=0.777083
Round 31: src_acc=1.000000, tgt_acc=0.772917, best_tgt=0.777083
Round 32: src_acc=1.000000, tgt_acc=0.781250, best_tgt=0.781250
Round 33: src_acc=1.000000, tgt_acc=0.770833, best_tgt=0.781250
Round 34: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.781250
Round 35: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.781250
Round 36: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.781250
Round 37: src_acc=1.000000, tgt_acc=0.779167, best_tgt=0.781250
Round 38: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.781250
Round 39: src_acc=1.000000, tgt_acc=0.766667, best_tgt=0.781250
Round 40: src_acc=1.000000, tgt_acc=0.772917, best_tgt=0.781250
Round 41: src_acc=1.000000, tgt_acc=0.764583, best_tgt=0.781250
Round 42: src_acc=1.000000, tgt_acc=0.772917, best_tgt=0.781250
Round 43: src_acc=1.000000, tgt_acc=0.764583, best_tgt=0.781250
Round 44: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.781250
Round 45: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.781250
Round 46: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.781250
Round 47: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.781250
Round 48: src_acc=1.000000, tgt_acc=0.772917, best_tgt=0.781250
Round 49: src_acc=1.000000, tgt_acc=0.772917, best_tgt=0.781250
