Round 0: src_acc=0.872778, tgt_acc=0.793333, best_tgt=0.793333
Round 1: src_acc=0.970370, tgt_acc=0.928148, best_tgt=0.928148
Round 2: src_acc=0.946852, tgt_acc=0.880000, best_tgt=0.928148
Round 3: src_acc=0.984815, tgt_acc=0.956296, best_tgt=0.956296
Round 4: src_acc=0.988333, tgt_acc=0.938519, best_tgt=0.956296
Round 5: src_acc=0.983519, tgt_acc=0.900000, best_tgt=0.956296
Round 6: src_acc=0.993333, tgt_acc=0.961481, best_tgt=0.961481
Round 7: src_acc=0.995741, tgt_acc=0.980000, best_tgt=0.980000
Round 8: src_acc=0.996852, tgt_acc=0.967407, best_tgt=0.980000
Round 9: src_acc=0.989259, tgt_acc=0.949630, best_tgt=0.980000
Round 10: src_acc=0.999630, tgt_acc=0.982222, best_tgt=0.982222
Round 11: src_acc=0.999815, tgt_acc=0.984444, best_tgt=0.984444
Round 12: src_acc=0.999815, tgt_acc=0.984444, best_tgt=0.984444
Round 13: src_acc=1.000000, tgt_acc=0.985185, best_tgt=0.985185
Round 14: src_acc=1.000000, tgt_acc=0.985926, best_tgt=0.985926
Round 15: src_acc=1.000000, tgt_acc=0.980741, best_tgt=0.985926
Round 16: src_acc=1.000000, tgt_acc=0.985926, best_tgt=0.985926
Round 17: src_acc=1.000000, tgt_acc=0.985185, best_tgt=0.985926
Round 18: src_acc=1.000000, tgt_acc=0.984444, best_tgt=0.985926
Round 19: src_acc=1.000000, tgt_acc=0.985926, best_tgt=0.985926
Round 20: src_acc=1.000000, tgt_acc=0.988148, best_tgt=0.988148
Round 21: src_acc=1.000000, tgt_acc=0.984444, best_tgt=0.988148
Round 22: src_acc=1.000000, tgt_acc=0.988148, best_tgt=0.988148
Round 23: src_acc=1.000000, tgt_acc=0.988148, best_tgt=0.988148
Round 24: src_acc=1.000000, tgt_acc=0.986667, best_tgt=0.988148
Round 25: src_acc=1.000000, tgt_acc=0.992593, best_tgt=0.992593
Round 26: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.992593
Round 27: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.992593
Round 28: src_acc=1.000000, tgt_acc=0.991111, best_tgt=0.992593
Round 29: src_acc=1.000000, tgt_acc=0.987407, best_tgt=0.992593
Round 30: src_acc=1.000000, tgt_acc=0.987407, best_tgt=0.992593
Round 31: src_acc=1.000000, tgt_acc=0.991111, best_tgt=0.992593
Round 32: src_acc=1.000000, tgt_acc=0.991852, best_tgt=0.992593
Round 33: src_acc=1.000000, tgt_acc=0.988148, best_tgt=0.992593
Round 34: src_acc=1.000000, tgt_acc=0.993333, best_tgt=0.993333
Round 35: src_acc=1.000000, tgt_acc=0.991852, best_tgt=0.993333
Round 36: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.993333
Round 37: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.993333
Round 38: src_acc=1.000000, tgt_acc=0.991852, best_tgt=0.993333
Round 39: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.993333
Round 40: src_acc=1.000000, tgt_acc=0.991111, best_tgt=0.993333
Round 41: src_acc=1.000000, tgt_acc=0.989630, best_tgt=0.993333
Round 42: src_acc=1.000000, tgt_acc=0.985926, best_tgt=0.993333
Round 43: src_acc=1.000000, tgt_acc=0.990370, best_tgt=0.993333
Round 44: src_acc=1.000000, tgt_acc=0.985926, best_tgt=0.993333
Round 45: src_acc=1.000000, tgt_acc=0.988889, best_tgt=0.993333
Round 46: src_acc=1.000000, tgt_acc=0.991111, best_tgt=0.993333
Round 47: src_acc=1.000000, tgt_acc=0.992593, best_tgt=0.993333
Round 48: src_acc=1.000000, tgt_acc=0.988889, best_tgt=0.993333
Round 49: src_acc=1.000000, tgt_acc=0.985185, best_tgt=0.993333
