Round 0: src_acc=0.756250, tgt_acc=0.561458, best_tgt=0.561458
Round 1: src_acc=0.847656, tgt_acc=0.534375, best_tgt=0.561458
Round 2: src_acc=0.946354, tgt_acc=0.586458, best_tgt=0.586458
Round 3: src_acc=0.948698, tgt_acc=0.550000, best_tgt=0.586458
Round 4: src_acc=0.947135, tgt_acc=0.491667, best_tgt=0.586458
Round 5: src_acc=0.972656, tgt_acc=0.555208, best_tgt=0.586458
Round 6: src_acc=0.966406, tgt_acc=0.532292, best_tgt=0.586458
Round 7: src_acc=0.989062, tgt_acc=0.616667, best_tgt=0.616667
Round 8: src_acc=0.989323, tgt_acc=0.578125, best_tgt=0.616667
Round 9: src_acc=0.982552, tgt_acc=0.588542, best_tgt=0.616667
Round 10: src_acc=0.999479, tgt_acc=0.603125, best_tgt=0.616667
Round 11: src_acc=1.000000, tgt_acc=0.592708, best_tgt=0.616667
Round 12: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.616667
Round 13: src_acc=1.000000, tgt_acc=0.597917, best_tgt=0.616667
Round 14: src_acc=1.000000, tgt_acc=0.588542, best_tgt=0.616667
Round 15: src_acc=1.000000, tgt_acc=0.600000, best_tgt=0.616667
Round 16: src_acc=1.000000, tgt_acc=0.593750, best_tgt=0.616667
Round 17: src_acc=1.000000, tgt_acc=0.614583, best_tgt=0.616667
Round 18: src_acc=1.000000, tgt_acc=0.597917, best_tgt=0.616667
Round 19: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.616667
Round 20: src_acc=1.000000, tgt_acc=0.619792, best_tgt=0.619792
Round 21: src_acc=1.000000, tgt_acc=0.626042, best_tgt=0.626042
Round 22: src_acc=1.000000, tgt_acc=0.634375, best_tgt=0.634375
Round 23: src_acc=1.000000, tgt_acc=0.643750, best_tgt=0.643750
Round 24: src_acc=1.000000, tgt_acc=0.618750, best_tgt=0.643750
Round 25: src_acc=1.000000, tgt_acc=0.619792, best_tgt=0.643750
Round 26: src_acc=1.000000, tgt_acc=0.616667, best_tgt=0.643750
Round 27: src_acc=1.000000, tgt_acc=0.614583, best_tgt=0.643750
Round 28: src_acc=1.000000, tgt_acc=0.606250, best_tgt=0.643750
Round 29: src_acc=1.000000, tgt_acc=0.612500, best_tgt=0.643750
Round 30: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.643750
Round 31: src_acc=1.000000, tgt_acc=0.631250, best_tgt=0.643750
Round 32: src_acc=1.000000, tgt_acc=0.614583, best_tgt=0.643750
Round 33: src_acc=1.000000, tgt_acc=0.623958, best_tgt=0.643750
Round 34: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.643750
Round 35: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.643750
Round 36: src_acc=1.000000, tgt_acc=0.611458, best_tgt=0.643750
Round 37: src_acc=1.000000, tgt_acc=0.629167, best_tgt=0.643750
Round 38: src_acc=1.000000, tgt_acc=0.619792, best_tgt=0.643750
Round 39: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.643750
Round 40: src_acc=1.000000, tgt_acc=0.621875, best_tgt=0.643750
Round 41: src_acc=1.000000, tgt_acc=0.626042, best_tgt=0.643750
Round 42: src_acc=1.000000, tgt_acc=0.618750, best_tgt=0.643750
Round 43: src_acc=1.000000, tgt_acc=0.617708, best_tgt=0.643750
Round 44: src_acc=1.000000, tgt_acc=0.614583, best_tgt=0.643750
Round 45: src_acc=1.000000, tgt_acc=0.622917, best_tgt=0.643750
Round 46: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.643750
Round 47: src_acc=1.000000, tgt_acc=0.602083, best_tgt=0.643750
Round 48: src_acc=1.000000, tgt_acc=0.604167, best_tgt=0.643750
Round 49: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.643750
