Round 0: src_acc=0.748177, tgt_acc=0.497917, best_tgt=0.497917
Round 1: src_acc=0.904427, tgt_acc=0.593750, best_tgt=0.593750
Round 2: src_acc=0.885677, tgt_acc=0.507292, best_tgt=0.593750
Round 3: src_acc=0.963802, tgt_acc=0.610417, best_tgt=0.610417
Round 4: src_acc=0.986458, tgt_acc=0.611458, best_tgt=0.611458
Round 5: src_acc=0.981250, tgt_acc=0.588542, best_tgt=0.611458
Round 6: src_acc=0.959115, tgt_acc=0.563542, best_tgt=0.611458
Round 7: src_acc=0.992969, tgt_acc=0.567708, best_tgt=0.611458
Round 8: src_acc=0.978646, tgt_acc=0.525000, best_tgt=0.611458
Round 9: src_acc=0.992188, tgt_acc=0.555208, best_tgt=0.611458
Round 10: src_acc=1.000000, tgt_acc=0.607292, best_tgt=0.611458
Round 11: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.630208
Round 12: src_acc=1.000000, tgt_acc=0.614583, best_tgt=0.630208
Round 13: src_acc=1.000000, tgt_acc=0.616667, best_tgt=0.630208
Round 14: src_acc=1.000000, tgt_acc=0.618750, best_tgt=0.630208
Round 15: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.630208
Round 16: src_acc=1.000000, tgt_acc=0.609375, best_tgt=0.630208
Round 17: src_acc=1.000000, tgt_acc=0.606250, best_tgt=0.630208
Round 18: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.630208
Round 19: src_acc=1.000000, tgt_acc=0.637500, best_tgt=0.637500
Round 20: src_acc=1.000000, tgt_acc=0.640625, best_tgt=0.640625
Round 21: src_acc=1.000000, tgt_acc=0.633333, best_tgt=0.640625
Round 22: src_acc=1.000000, tgt_acc=0.641667, best_tgt=0.641667
Round 23: src_acc=1.000000, tgt_acc=0.634375, best_tgt=0.641667
Round 24: src_acc=1.000000, tgt_acc=0.634375, best_tgt=0.641667
Round 25: src_acc=1.000000, tgt_acc=0.625000, best_tgt=0.641667
Round 26: src_acc=1.000000, tgt_acc=0.632292, best_tgt=0.641667
Round 27: src_acc=1.000000, tgt_acc=0.625000, best_tgt=0.641667
Round 28: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.641667
Round 29: src_acc=1.000000, tgt_acc=0.620833, best_tgt=0.641667
Round 30: src_acc=1.000000, tgt_acc=0.615625, best_tgt=0.641667
Round 31: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.641667
Round 32: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.641667
Round 33: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.641667
Round 34: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.641667
Round 35: src_acc=1.000000, tgt_acc=0.621875, best_tgt=0.641667
Round 36: src_acc=1.000000, tgt_acc=0.625000, best_tgt=0.641667
Round 37: src_acc=1.000000, tgt_acc=0.623958, best_tgt=0.641667
Round 38: src_acc=1.000000, tgt_acc=0.629167, best_tgt=0.641667
Round 39: src_acc=1.000000, tgt_acc=0.635417, best_tgt=0.641667
Round 40: src_acc=1.000000, tgt_acc=0.625000, best_tgt=0.641667
Round 41: src_acc=1.000000, tgt_acc=0.616667, best_tgt=0.641667
Round 42: src_acc=1.000000, tgt_acc=0.622917, best_tgt=0.641667
Round 43: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.641667
Round 44: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.641667
Round 45: src_acc=1.000000, tgt_acc=0.625000, best_tgt=0.641667
Round 46: src_acc=1.000000, tgt_acc=0.634375, best_tgt=0.641667
Round 47: src_acc=1.000000, tgt_acc=0.623958, best_tgt=0.641667
Round 48: src_acc=1.000000, tgt_acc=0.628125, best_tgt=0.641667
Round 49: src_acc=1.000000, tgt_acc=0.618750, best_tgt=0.641667
