Round 0: src_acc=0.665625, tgt_acc=0.666667, best_tgt=0.666667
Round 1: src_acc=0.838889, tgt_acc=0.704167, best_tgt=0.704167
Round 2: src_acc=0.864931, tgt_acc=0.700000, best_tgt=0.704167
Round 3: src_acc=0.916493, tgt_acc=0.712500, best_tgt=0.712500
Round 4: src_acc=0.931944, tgt_acc=0.695833, best_tgt=0.712500
Round 5: src_acc=0.944965, tgt_acc=0.700000, best_tgt=0.712500
Round 6: src_acc=0.976042, tgt_acc=0.691667, best_tgt=0.712500
Round 7: src_acc=0.972917, tgt_acc=0.725000, best_tgt=0.725000
Round 8: src_acc=0.978819, tgt_acc=0.714583, best_tgt=0.725000
Round 9: src_acc=0.984375, tgt_acc=0.733333, best_tgt=0.733333
Round 10: src_acc=0.999479, tgt_acc=0.754167, best_tgt=0.754167
Round 11: src_acc=0.999826, tgt_acc=0.745833, best_tgt=0.754167
Round 12: src_acc=0.999826, tgt_acc=0.737500, best_tgt=0.754167
Round 13: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.754167
Round 14: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.754167
Round 15: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.754167
Round 16: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.754167
Round 17: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.754167
Round 18: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.754167
Round 19: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.754167
Round 20: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.762500
Round 21: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.762500
Round 22: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.762500
Round 23: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.762500
Round 24: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.762500
Round 25: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.762500
Round 26: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.762500
Round 27: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.762500
Round 28: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.762500
Round 29: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.762500
Round 30: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.762500
Round 31: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.762500
Round 32: src_acc=1.000000, tgt_acc=0.772917, best_tgt=0.772917
Round 33: src_acc=1.000000, tgt_acc=0.760417, best_tgt=0.772917
Round 34: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.772917
Round 35: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.772917
Round 36: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.772917
Round 37: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.772917
Round 38: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.772917
Round 39: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.772917
Round 40: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.772917
Round 41: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.772917
Round 42: src_acc=1.000000, tgt_acc=0.760417, best_tgt=0.772917
Round 43: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.772917
Round 44: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.772917
Round 45: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.772917
Round 46: src_acc=1.000000, tgt_acc=0.760417, best_tgt=0.772917
Round 47: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.772917
Round 48: src_acc=1.000000, tgt_acc=0.760417, best_tgt=0.772917
Round 49: src_acc=1.000000, tgt_acc=0.766667, best_tgt=0.772917
