Round 0: src_acc=0.920762, tgt_acc=0.728000, best_tgt=0.728000
Round 1: src_acc=0.936952, tgt_acc=0.763333, best_tgt=0.763333
Round 2: src_acc=0.966286, tgt_acc=0.787333, best_tgt=0.787333
Round 3: src_acc=0.868190, tgt_acc=0.767333, best_tgt=0.787333
Round 4: src_acc=0.932762, tgt_acc=0.830667, best_tgt=0.830667
Round 5: src_acc=0.992762, tgt_acc=0.867333, best_tgt=0.867333
Round 6: src_acc=0.973143, tgt_acc=0.800000, best_tgt=0.867333
Round 7: src_acc=0.952381, tgt_acc=0.798667, best_tgt=0.867333
Round 8: src_acc=0.989905, tgt_acc=0.852000, best_tgt=0.867333
Round 9: src_acc=0.984190, tgt_acc=0.890000, best_tgt=0.890000
Round 10: src_acc=0.999429, tgt_acc=0.880000, best_tgt=0.890000
Round 11: src_acc=0.999810, tgt_acc=0.902000, best_tgt=0.902000
Round 12: src_acc=0.999810, tgt_acc=0.881333, best_tgt=0.902000
Round 13: src_acc=1.000000, tgt_acc=0.906667, best_tgt=0.906667
Round 14: src_acc=1.000000, tgt_acc=0.883333, best_tgt=0.906667
Round 15: src_acc=1.000000, tgt_acc=0.908667, best_tgt=0.908667
Round 16: src_acc=1.000000, tgt_acc=0.887333, best_tgt=0.908667
Round 17: src_acc=1.000000, tgt_acc=0.904667, best_tgt=0.908667
Round 18: src_acc=1.000000, tgt_acc=0.903333, best_tgt=0.908667
Round 19: src_acc=1.000000, tgt_acc=0.909333, best_tgt=0.909333
Round 20: src_acc=1.000000, tgt_acc=0.909333, best_tgt=0.909333
Round 21: src_acc=1.000000, tgt_acc=0.914000, best_tgt=0.914000
Round 22: src_acc=1.000000, tgt_acc=0.899333, best_tgt=0.914000
Round 23: src_acc=1.000000, tgt_acc=0.910667, best_tgt=0.914000
Round 24: src_acc=1.000000, tgt_acc=0.899333, best_tgt=0.914000
Round 25: src_acc=1.000000, tgt_acc=0.904667, best_tgt=0.914000
Round 26: src_acc=1.000000, tgt_acc=0.899333, best_tgt=0.914000
Round 27: src_acc=1.000000, tgt_acc=0.910667, best_tgt=0.914000
Round 28: src_acc=1.000000, tgt_acc=0.916667, best_tgt=0.916667
Round 29: src_acc=1.000000, tgt_acc=0.908000, best_tgt=0.916667
Round 30: src_acc=1.000000, tgt_acc=0.916000, best_tgt=0.916667
Round 31: src_acc=1.000000, tgt_acc=0.909333, best_tgt=0.916667
Round 32: src_acc=1.000000, tgt_acc=0.902667, best_tgt=0.916667
Round 33: src_acc=1.000000, tgt_acc=0.919333, best_tgt=0.919333
Round 34: src_acc=1.000000, tgt_acc=0.917333, best_tgt=0.919333
Round 35: src_acc=1.000000, tgt_acc=0.921333, best_tgt=0.921333
Round 36: src_acc=1.000000, tgt_acc=0.910667, best_tgt=0.921333
Round 37: src_acc=1.000000, tgt_acc=0.901333, best_tgt=0.921333
Round 38: src_acc=1.000000, tgt_acc=0.915333, best_tgt=0.921333
Round 39: src_acc=1.000000, tgt_acc=0.922667, best_tgt=0.922667
Round 40: src_acc=1.000000, tgt_acc=0.898000, best_tgt=0.922667
Round 41: src_acc=1.000000, tgt_acc=0.920667, best_tgt=0.922667
Round 42: src_acc=1.000000, tgt_acc=0.910667, best_tgt=0.922667
Round 43: src_acc=1.000000, tgt_acc=0.904667, best_tgt=0.922667
Round 44: src_acc=1.000000, tgt_acc=0.922000, best_tgt=0.922667
Round 45: src_acc=1.000000, tgt_acc=0.918000, best_tgt=0.922667
Round 46: src_acc=1.000000, tgt_acc=0.916667, best_tgt=0.922667
Round 47: src_acc=1.000000, tgt_acc=0.913333, best_tgt=0.922667
Round 48: src_acc=1.000000, tgt_acc=0.923333, best_tgt=0.923333
Round 49: src_acc=1.000000, tgt_acc=0.912667, best_tgt=0.923333
