Round 0: src_acc=0.716667, tgt_acc=0.490625, best_tgt=0.490625
Round 1: src_acc=0.902344, tgt_acc=0.557292, best_tgt=0.557292
Round 2: src_acc=0.925260, tgt_acc=0.589583, best_tgt=0.589583
Round 3: src_acc=0.972656, tgt_acc=0.609375, best_tgt=0.609375
Round 4: src_acc=0.971094, tgt_acc=0.545833, best_tgt=0.609375
Round 5: src_acc=0.972396, tgt_acc=0.575000, best_tgt=0.609375
Round 6: src_acc=0.904427, tgt_acc=0.533333, best_tgt=0.609375
Round 7: src_acc=0.991667, tgt_acc=0.596875, best_tgt=0.609375
Round 8: src_acc=0.992448, tgt_acc=0.594792, best_tgt=0.609375
Round 9: src_acc=0.972917, tgt_acc=0.555208, best_tgt=0.609375
Round 10: src_acc=0.999740, tgt_acc=0.625000, best_tgt=0.625000
Round 11: src_acc=1.000000, tgt_acc=0.626042, best_tgt=0.626042
Round 12: src_acc=1.000000, tgt_acc=0.633333, best_tgt=0.633333
Round 13: src_acc=1.000000, tgt_acc=0.622917, best_tgt=0.633333
Round 14: src_acc=1.000000, tgt_acc=0.639583, best_tgt=0.639583
Round 15: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.639583
Round 16: src_acc=1.000000, tgt_acc=0.639583, best_tgt=0.639583
Round 17: src_acc=1.000000, tgt_acc=0.650000, best_tgt=0.650000
Round 18: src_acc=1.000000, tgt_acc=0.641667, best_tgt=0.650000
Round 19: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.650000
Round 20: src_acc=1.000000, tgt_acc=0.629167, best_tgt=0.650000
Round 21: src_acc=1.000000, tgt_acc=0.637500, best_tgt=0.650000
Round 22: src_acc=1.000000, tgt_acc=0.644792, best_tgt=0.650000
Round 23: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.650000
Round 24: src_acc=1.000000, tgt_acc=0.647917, best_tgt=0.650000
Round 25: src_acc=1.000000, tgt_acc=0.627083, best_tgt=0.650000
Round 26: src_acc=1.000000, tgt_acc=0.638542, best_tgt=0.650000
Round 27: src_acc=1.000000, tgt_acc=0.648958, best_tgt=0.650000
Round 28: src_acc=1.000000, tgt_acc=0.650000, best_tgt=0.650000
Round 29: src_acc=1.000000, tgt_acc=0.639583, best_tgt=0.650000
Round 30: src_acc=1.000000, tgt_acc=0.637500, best_tgt=0.650000
Round 31: src_acc=1.000000, tgt_acc=0.638542, best_tgt=0.650000
Round 32: src_acc=1.000000, tgt_acc=0.639583, best_tgt=0.650000
Round 33: src_acc=1.000000, tgt_acc=0.635417, best_tgt=0.650000
Round 34: src_acc=1.000000, tgt_acc=0.640625, best_tgt=0.650000
Round 35: src_acc=1.000000, tgt_acc=0.654167, best_tgt=0.654167
Round 36: src_acc=1.000000, tgt_acc=0.644792, best_tgt=0.654167
Round 37: src_acc=1.000000, tgt_acc=0.632292, best_tgt=0.654167
Round 38: src_acc=1.000000, tgt_acc=0.637500, best_tgt=0.654167
Round 39: src_acc=1.000000, tgt_acc=0.643750, best_tgt=0.654167
Round 40: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.654167
Round 41: src_acc=1.000000, tgt_acc=0.648958, best_tgt=0.654167
Round 42: src_acc=1.000000, tgt_acc=0.635417, best_tgt=0.654167
Round 43: src_acc=1.000000, tgt_acc=0.639583, best_tgt=0.654167
Round 44: src_acc=1.000000, tgt_acc=0.641667, best_tgt=0.654167
Round 45: src_acc=1.000000, tgt_acc=0.636458, best_tgt=0.654167
Round 46: src_acc=1.000000, tgt_acc=0.630208, best_tgt=0.654167
Round 47: src_acc=1.000000, tgt_acc=0.641667, best_tgt=0.654167
Round 48: src_acc=1.000000, tgt_acc=0.633333, best_tgt=0.654167
Round 49: src_acc=1.000000, tgt_acc=0.642708, best_tgt=0.654167
