Round 0: src_acc=0.749826, tgt_acc=0.695833, best_tgt=0.695833
Round 1: src_acc=0.760938, tgt_acc=0.629167, best_tgt=0.695833
Round 2: src_acc=0.859201, tgt_acc=0.677083, best_tgt=0.695833
Round 3: src_acc=0.858333, tgt_acc=0.656250, best_tgt=0.695833
Round 4: src_acc=0.914757, tgt_acc=0.681250, best_tgt=0.695833
Round 5: src_acc=0.950694, tgt_acc=0.695833, best_tgt=0.695833
Round 6: src_acc=0.950347, tgt_acc=0.720833, best_tgt=0.720833
Round 7: src_acc=0.972049, tgt_acc=0.756250, best_tgt=0.756250
Round 8: src_acc=0.973611, tgt_acc=0.718750, best_tgt=0.756250
Round 9: src_acc=0.977778, tgt_acc=0.697917, best_tgt=0.756250
Round 10: src_acc=0.999479, tgt_acc=0.770833, best_tgt=0.770833
Round 11: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.770833
Round 12: src_acc=0.999826, tgt_acc=0.737500, best_tgt=0.770833
Round 13: src_acc=1.000000, tgt_acc=0.729167, best_tgt=0.770833
Round 14: src_acc=1.000000, tgt_acc=0.760417, best_tgt=0.770833
Round 15: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.770833
Round 16: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.770833
Round 17: src_acc=1.000000, tgt_acc=0.741667, best_tgt=0.770833
Round 18: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.770833
Round 19: src_acc=1.000000, tgt_acc=0.737500, best_tgt=0.770833
Round 20: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.770833
Round 21: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.770833
Round 22: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.770833
Round 23: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.770833
Round 24: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.770833
Round 25: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.770833
Round 26: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.770833
Round 27: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.770833
Round 28: src_acc=1.000000, tgt_acc=0.754167, best_tgt=0.770833
Round 29: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.770833
Round 30: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.770833
Round 31: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.770833
Round 32: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.770833
Round 33: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.770833
Round 34: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.770833
Round 35: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.770833
Round 36: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.770833
Round 37: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.770833
Round 38: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.770833
Round 39: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.770833
Round 40: src_acc=1.000000, tgt_acc=0.739583, best_tgt=0.770833
Round 41: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.770833
Round 42: src_acc=1.000000, tgt_acc=0.758333, best_tgt=0.770833
Round 43: src_acc=1.000000, tgt_acc=0.752083, best_tgt=0.770833
Round 44: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.770833
Round 45: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.770833
Round 46: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.770833
Round 47: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.770833
Round 48: src_acc=1.000000, tgt_acc=0.745833, best_tgt=0.770833
Round 49: src_acc=1.000000, tgt_acc=0.747917, best_tgt=0.770833
